crop,temperature,moisture,humidity,ndvi,rainfall,risk_score,crop_category
rice,23.79907083834412,0.8017969512821437,100.0,0.7805000020066328,0.7093918174523027,0.5972085984360276,high_moisture
rice,22.567942792779945,0.830900569157761,74.1888908753877,0.5812745265805748,0.6185882671023519,0.7253818849561554,high_moisture
rice,9.775647904832738,0.9,20.0,0.1,0.1,1.0,high_moisture
rice,40.28607025596631,0.9,20.0,0.9,0.1,1.0,high_moisture
rice,24.570459747844538,0.6333190598455171,45.25738777727373,0.5303660485791287,0.5509598739933284,1.0,high_moisture
rice,41.97176444541432,0.9,95.0,0.1,0.1,1.0,high_moisture
rice,28.35513158000554,0.49031800383741786,86.65430455099546,0.9485846530614855,0.3622419694596338,0.917492164606232,high_moisture
rice,23.563410660426406,0.6439281023003196,89.73172606167817,0.9485570040299581,0.7168379665139394,0.5139241971760024,high_moisture
rice,24.935845784449707,0.1,100.0,0.9962485453578872,0.7222834493790353,1.0,high_moisture
rice,32.319972712899656,0.43849262041510045,100.0,0.939385248292564,0.5798993862057065,1.0,high_moisture
rice,19.826857003747094,0.787058971735694,87.6101658755616,0.9513475160660319,0.28155313230870144,0.7998461740623378,high_moisture
rice,24.574250759766205,0.31846492048124997,88.4839764320341,0.6259377746252262,0.561831090193531,1.0,high_moisture
rice,30.839418452754472,0.45684023569948584,96.44579270731165,0.5736262345819478,0.20386376910861814,1.0,high_moisture
rice,28.709866933373583,0.6198897942191912,76.14842056186059,0.8187240231765315,0.44543434582941605,0.506422501859541,high_moisture
rice,23.40400163673874,0.4330760227501946,88.78992632028229,0.405641541970185,0.42426411233586625,1.0,high_moisture
rice,0.08031897380646313,0.9,95.0,0.1,0.1,1.0,high_moisture
rice,25.358565538262283,0.9669681355782517,85.10786648375306,0.49053849807709654,0.6640069592245706,0.9675152720412296,high_moisture
rice,25.009735309348578,0.22238251966083508,52.63862182837666,0.9156478193654407,0.306973912364315,1.0,high_moisture
rice,29.799236815847618,0.3057542562547233,94.02622906369797,0.7163599908794152,0.1497486204055029,1.0,high_moisture
rice,21.42936420202403,0.6687007699921548,60.78611400995554,0.6371655434006758,0.46062605164299353,0.7607036457052607,high_moisture
rice,23.360062984234713,0.4122891638545103,74.21808931172768,0.6212237730677272,0.45850359109972894,0.9890592461368929,high_moisture
rice,30.648760731857585,0.1385928571117883,53.21565720482437,0.3196274417898099,0.5397884644043323,1.0,high_moisture
rice,25.271423685744825,0.6855721827608523,51.45549686241786,0.7880955057232558,0.26620514345821217,0.6704875456992885,high_moisture
rice,12.615853381816173,0.1,95.0,0.1,0.1,1.0,high_moisture
rice,28.94926532935313,0.6602231179888315,88.2982097131139,0.6738135508385343,0.6008088473152644,0.557980466298035,high_moisture
rice,25.49156220523021,0.3595615468003654,72.01552755025658,0.8569535802452718,0.43510665865406833,0.9622251526134279,high_moisture
rice,39.838672605983945,0.1,20.0,0.9,1.5,1.0,high_moisture
rice,27.563781389479107,0.6494012337991004,71.54941669919208,0.8146748109959903,0.18199934362341827,0.5654774230015704,high_moisture
rice,17.276377161433395,0.4875393195486166,78.11240392118795,0.7940594975819574,0.8479162753727787,0.6853179009581962,high_moisture
rice,25.816903345269957,0.9349262050210646,59.05503643825966,0.6964531251065471,0.46426320240191776,0.9970199473943133,high_moisture
rice,22.29129043278247,0.9332788301506549,57.3220864947984,0.9260626003523288,0.6962990080781969,1.0,high_moisture
rice,31.03540915098931,0.2578595432176371,100.0,0.9957018696177099,0.7767065269608172,1.0,high_moisture
rice,11.421294105388373,0.9,20.0,0.9,1.5,1.0,high_moisture
rice,28.053312418118285,0.6073259559879853,80.44429222259585,0.8658445560734452,0.4800548303885059,0.49886245847646205,high_moisture
rice,43.33717161204743,0.1,95.0,0.1,1.5,1.0,high_moisture
rice,17.21194062331714,0.7091498997986522,100.0,0.7542401609007015,0.3445532046934702,0.780562876816269,high_moisture
rice,24.039916539701196,0.10919745462360372,62.73538884948681,0.7486338327086173,0.9312414630012656,1.0,high_moisture
rice,19.305915956935042,0.5429926886202225,57.921836006797506,0.8644393116816084,0.6681790072025986,0.9150071453966679,high_moisture
rice,18.02590623999324,0.7340120169397256,83.74472875418951,0.8323968926393899,0.44772357163453225,0.5351625945951286,high_moisture
rice,31.552802296624648,0.6881466537362018,81.55674300335892,0.5040901824497496,0.3758822849127737,0.7420330541511644,high_moisture
